filename,aOD,sOD,aNR,N_ISNT,I_ISNT,T_ISNT,S_ISNT,aOC,sOC,aCDR,vCDR,hCDR,Wmin_rim,wRDR,Curv_Global_Max,Curv_Global_Mean,Curv_TL_Max,Curv_TL_Mean,Curv_TR_Max,Curv_TR_Mean,Curv_BL_Max,Curv_BL_Mean,Curv_BR_Max,Curv_BR_Mean,Dist_Horizontal_Centroide,label
r1_Im033.png,16009,0.8516129032258064,15348,45.0,65.0,59.0,59.0,661,0.9032258064516128,0.0412892747829346,0.2,0.2121212121212121,43.17406628984581,0.3377822307408976,1.9974238199217729,0.2799933972311921,1.940129984468522,0.2765050446706397,1.9974238199217729,0.2975084369773773,1.9513027039072612,0.3350379596711764,1.6845883339386043,0.2192095493236091,24,normal
r1_Im036.png,19748,0.9047619047619048,9885,24.0,31.0,21.0,19.0,9863,0.8916666666666667,0.4994429815677537,0.7142857142857143,0.7039473684210527,18.0,0.1096257458551715,2.0344439357957027,0.3107769309837648,1.5707963267948966,0.247310698040882,1.9295669970654687,0.3535179162384907,1.4288992721907323,0.2916432268360622,2.0344439357957027,0.2993865022728467,5,normal
r1_Im037.png,17723,0.9044585987261148,11247,23.0,34.0,33.0,25.0,6476,0.8673469387755102,0.3654008914969249,0.6242038216560509,0.5985915492957746,19.235384061671343,0.1413564236048597,2.129395642138459,0.3268389719395017,2.129395642138459,0.3680159912957009,1.8195063158884195,0.2580755341609309,2.08994244104142,0.3871903396158767,1.691419995374999,0.2470393769477466,17,normal
r1_Im041.png,17095,0.98,12480,30.0,33.0,48.0,37.0,4615,0.925925925925926,0.2699619771863117,0.54,0.5102040816326531,26.419689627245813,0.1858285008604805,2.103300425096747,0.2650051657405473,2.08994244104142,0.3022046906727322,1.9100889412489408,0.1937480742499958,2.103300425096747,0.3237903681042526,1.4501726582147938,0.2254637404255165,21,normal
r1_Im046.png,18093,0.967948717948718,16575,34.0,54.0,75.0,51.0,1518,0.9555555555555556,0.0838998507710164,0.2884615384615384,0.2847682119205298,32.2490309931942,0.2188400237094661,1.8195063158884195,0.2554274342066488,1.691419995374999,0.2915018494874694,1.8052120025187075,0.2246498544056598,1.8195063158884195,0.1985406056168214,1.8195063158884195,0.3031525304501334,9,normal
r1_Im047.png,16745,0.7865853658536586,14180,47.0,55.0,27.0,46.0,2565,0.9,0.1531800537473872,0.3658536585365853,0.4186046511627907,27.0,0.2177136186965109,2.231839495645583,0.3148671941417391,2.214297435588181,0.267262215542173,2.044647663289657,0.3337277965411465,2.231839495645583,0.2080523513442705,2.137525544318403,0.4496032194721476,13,normal
r1_Im050.png,21739,0.9157303370786516,10873,14.0,28.0,26.0,23.0,10866,0.9919354838709676,0.4998389990339942,0.6966292134831461,0.754601226993865,14.0,0.0886075949367088,2.1112158270654806,0.2823245404869773,2.0344439357957027,0.3157089461312317,0.5842712775809087,0.1683274486551221,1.691419995374999,0.3084344103965661,2.1112158270654806,0.2782388952542847,27,normal
r1_Im052.png,20801,0.8901734104046243,14967,39.0,50.0,33.0,32.0,5834,0.8901098901098901,0.2804672852266718,0.5260115606936416,0.525974025974026,28.30194339616981,0.1892270705262262,2.174545660192333,0.2960977102988847,1.9100889412489408,0.2702749606678871,1.8195063158884195,0.3099861224617207,1.5707963267948966,0.2602841623245689,2.174545660192333,0.3348858926900562,11,normal
r1_Im054.png,14983,0.8064516129032258,11074,31.0,30.0,35.0,37.0,3909,0.6629213483146067,0.2608956817726757,0.5741935483870968,0.472,27.018512172212592,0.2011551365175585,2.1010120995715265,0.2376479139366498,1.5810000542888507,0.235449445635165,2.1010120995715265,0.2240654102819746,2.0050406475916978,0.3240861642255765,0.540419500270584,0.1142642878710019,24,normal
r1_Im055.png,17636,0.9738562091503268,12756,39.0,42.0,34.0,31.0,4880,0.9382716049382716,0.2767067362213654,0.5294117647058824,0.5100671140939598,28.84441020371192,0.2043186515956498,2.0539219916122304,0.2671975615482052,1.779261545174884,0.2629393701971665,2.0539219916122304,0.3119904198231851,1.6475682180646745,0.1871771587696473,1.691419995374999,0.3047485810379934,4,normal
r1_Im056.png,19476,0.9876543209876544,16437,47.0,49.0,54.0,45.0,3039,0.8805970149253731,0.1560382008626001,0.4135802469135802,0.36875,38.2099463490856,0.260899293634882,2.137525544318403,0.3059463345309796,1.6845883339386043,0.34542567340886,2.137525544318403,0.2544811172943244,1.6657480331376529,0.4317876150320223,1.231503712340852,0.2023464499222266,10,normal
r1_Im057.png,15236,0.8366013071895425,13595,53.0,36.0,22.0,66.0,1641,0.9787234042553192,0.1077054344972433,0.3071895424836601,0.359375,20.39607805437113,0.1677340813143137,2.231839495645583,0.3074608776237754,2.231839495645583,0.2721565501725482,2.08994244104142,0.3249603532995451,1.9295669970654687,0.2296769944861944,2.0344439357957027,0.3663180336698459,22,normal
r1_Im058.png,17367,0.86875,13383,28.0,40.0,45.0,41.0,3984,0.8375,0.2294005873207807,0.5,0.4820143884892086,25.6124969497314,0.1816078128475755,1.930855656145949,0.3056553430687805,1.930855656145949,0.3379168602276812,1.5707963267948966,0.3090792587286527,1.695151321341658,0.2790492622714839,1.695151321341658,0.2890713523145182,20,normal
r1_Im059.png,20246,0.9112426035502958,13556,31.0,53.0,17.0,31.0,6690,1.2352941176470589,0.3304356416082189,0.5029585798816568,0.6818181818181818,16.278820596099706,0.1086874147731752,2.214297435588181,0.3096073008232012,2.214297435588181,0.2984894671474564,1.4954674359665563,0.2905840621484109,1.3521273809209544,0.2699889273709896,2.0539219916122304,0.3647098697123688,21,normal
r1_Im060.png,17421,0.9487179487179488,11027,19.0,37.0,36.0,31.0,6394,1.0786516853932584,0.3670282991791516,0.5705128205128205,0.6486486486486487,19.0,0.1328671328671328,2.231839495645583,0.2912467447188759,1.892546881191539,0.3355855771636367,2.231839495645583,0.2480466430315859,1.9734509803467688,0.2936992935941933,1.4659193880646626,0.2792715802829862,11,normal
r1_Im062.png,16604,0.803680981595092,12884,41.0,48.0,26.0,40.0,3720,0.8767123287671232,0.224042399421826,0.4478527607361963,0.4885496183206106,23.769728648009423,0.1905790934126192,2.2242226679756585,0.2931345214213177,2.2242226679756585,0.2942918626755246,2.1763409903998667,0.3067477124269739,2.174545660192333,0.2908225232668259,2.2242226679756585,0.2786742375944264,2,normal
r1_Im063.png,14451,0.8767123287671232,10974,16.0,39.0,55.0,28.0,3477,0.8421052631578947,0.2406061864230849,0.5205479452054794,0.5,9.848857801796104,0.0818411259310445,1.9295669970654687,0.2965901579094973,1.9100889412489408,0.3685752294848792,1.5707963267948966,0.2540363152904924,1.7382281052654196,0.3046263209899444,1.9295669970654687,0.2591843514899953,4,normal
r1_Im069.png,16799,0.9403973509933776,3783,9.0,11.0,8.0,9.0,13016,0.9473684210526316,0.77480802428716,0.8807947019867549,0.8873239436619719,5.0,0.0353332626668786,2.08994244104142,0.251937298608131,2.08994244104142,0.2988387042509147,1.5707963267948966,0.2880718980438123,0.5944750050748628,0.1423791772498723,1.940129984468522,0.2326888666680474,12,glaucoma
r1_Im071.png,15915,0.9256756756756755,14890,37.0,54.0,70.0,51.0,1025,0.85,0.0644046497015394,0.2702702702702703,0.2481751824817518,36.345563690772494,0.2733444613855121,2.214297435588181,0.3073279738161498,2.214297435588181,0.3097469574661119,1.6657480331376529,0.2829580840983622,1.4501726582147938,0.3211672866186514,1.8052120025187075,0.3192704612833437,17,normal
r1_Im073.png,18334,1.046979865771812,17369,40.0,51.0,78.0,58.0,965,1.088235294117647,0.0526344496563761,0.2281879194630872,0.2371794871794871,36.87817782917155,0.2503626903151669,2.158798930342464,0.2628924127646134,1.8195063158884195,0.3021913203308843,2.158798930342464,0.2677145931756695,1.940129984468522,0.3538299767057011,1.1722738811284763,0.1566866265717093,14,normal
r1_Im080.png,21488,0.9364161849710982,17956,43.0,54.0,56.0,48.0,3532,0.9117647058823528,0.1643708116157855,0.3930635838150289,0.382716049382716,35.22782990761707,0.2276176490966148,2.174545660192333,0.3477340405705901,2.174545660192333,0.4653849313516152,1.9138202672156,0.359137929505149,1.7876699424613047,0.2875291576649909,1.5707963267948966,0.2590368499418155,18,normal
r1_Im082.png,16410,0.8709677419354839,14295,61.0,44.0,25.0,51.0,2115,0.875,0.1288848263254113,0.3612903225806451,0.362962962962963,23.769728648009423,0.1821501994702941,2.2218730482393765,0.2786595485052286,2.0021970533604487,0.2711780510543372,2.2218730482393765,0.2819637625623612,1.8052120025187075,0.2097827863257131,2.0050406475916978,0.3364808247479872,5,normal
r1_Im086.png,20469,0.8941176470588236,16709,49.0,51.0,37.0,44.0,3760,0.8666666666666667,0.1836924129170941,0.4411764705882353,0.4276315789473684,35.22782990761707,0.2376734915943993,2.231839495645583,0.2815923856609158,1.9100889412489408,0.2181791898617384,2.0539219916122304,0.3391320060205085,1.691419995374999,0.3057000555990543,2.231839495645583,0.2840685110335864,22,normal
r1_Im087.png,19914,0.8875739644970414,16203,31.0,54.0,46.0,40.0,3711,0.9864864864864864,0.1863513106357336,0.4378698224852071,0.4866666666666667,30.066592756745816,0.206864446941189,2.1763409903998667,0.3325825567055304,1.9295669970654687,0.2988109941371564,1.4801364395941514,0.2540415152122048,2.060753653048625,0.4046536280638645,2.1763409903998667,0.3507117717498406,10,normal
r1_Im095.png,18209,0.9085365853658536,16335,66.0,60.0,43.0,45.0,1874,0.6833333333333333,0.1029161403701466,0.3658536585365853,0.2751677852348993,35.35533905932738,0.2427184466019417,2.137525544318403,0.2651962161458019,0.7086262721276704,0.2296152034779066,1.7894652726688385,0.310866403082674,0.3587706702705722,0.1064468961010867,2.137525544318403,0.3316560690480424,30,normal
r1_Im103.png,18734,0.925,11689,35.0,34.0,26.0,21.0,7045,0.819047619047619,0.3760542329454467,0.65625,0.581081081081081,19.697715603592208,0.1267002691893759,2.158798930342464,0.2522971685454911,2.0576955586061656,0.2363740595601777,1.7016237228689537,0.2543123953785181,1.4501726582147938,0.2060147411051512,2.158798930342464,0.2817002587926958,26,glaucoma
r1_Im108.png,16618,0.972972972972973,15514,31.0,50.0,78.0,49.0,1104,0.7555555555555555,0.0664339872427488,0.304054054054054,0.2361111111111111,29.42787793912432,0.2120848960119448,2.214297435588181,0.3006318528909094,2.1112158270654806,0.2883236900246695,2.214297435588181,0.2492249335296677,2.158798930342464,0.3095806293288705,2.158798930342464,0.3562000288368114,13,normal
r1_Im113.png,25405,0.8426395939086294,14512,30.0,30.0,30.0,35.0,10893,0.8294573643410853,0.428773863412714,0.6548223350253807,0.6445783132530121,22.67156809750927,0.1300603123741726,2.0344439357957027,0.271398978373673,1.8127168954793011,0.2457714790374036,2.0344439357957027,0.3212381925686273,1.695151321341658,0.2037201121901482,1.6657480331376529,0.3111603246968498,16,glaucoma
r1_Im116.png,18003,0.7732558139534884,17114,38.0,58.0,66.0,71.0,889,0.7435897435897436,0.0493806587790923,0.2267441860465116,0.2180451127819548,37.12142238654117,0.288946104940235,2.1652713318697594,0.2775376714260137,2.1652713318697594,0.3100522251960472,1.9295669970654687,0.1874205996672062,1.9067639327210275,0.3709318805127449,2.155067604375805,0.2373224699979067,10,normal
r1_Im118.png,20441,1.0062111801242235,13285,25.0,8.0,46.0,49.0,7156,0.8380952380952381,0.3500807201213248,0.6521739130434783,0.5432098765432098,3.1622776601683795,0.0202655985446538,1.9693187724613168,0.2554031592501029,1.9693187724613168,0.1856622177753031,1.695151321341658,0.2410708906323927,1.9100889412489408,0.3519856668606566,1.8555267653176089,0.2274315166192803,26,glaucoma
r1_Im119.png,22465,0.8932584269662921,16206,47.0,51.0,21.0,36.0,6259,1.0,0.2786111729356777,0.5168539325842697,0.5786163522012578,21.0,0.1354838709677419,2.158798930342464,0.331547197318862,1.8157749899217608,0.3467621809348077,2.158798930342464,0.428505766792251,1.5707963267948966,0.1769012406740621,1.7975951748487824,0.3324553897446877,28,normal
r1_Im120.png,18308,0.9934640522875816,11544,26.0,14.0,41.0,38.0,6764,0.8415841584158416,0.369455975529823,0.6601307189542484,0.5592105263157895,12.041594578792296,0.0814924450170202,1.8195063158884195,0.2572977995990834,1.8195063158884195,0.2122041858693029,1.8195063158884195,0.2996844302315595,1.5707963267948966,0.1878027954253742,1.7706249718678868,0.3180069396011731,4,glaucoma
r1_Im121.png,20977,1.1282051282051282,9763,21.0,9.0,42.0,19.0,11214,0.896,0.5345854984030128,0.8012820512820513,0.6363636363636364,8.0,0.0527848740223472,2.1652713318697594,0.3099029302421898,2.1652713318697594,0.3958071009030163,0.8960553845713437,0.1752849533607595,1.5707963267948966,0.343040999971429,1.6693768404336995,0.2706530577633068,12,glaucoma
r1_Im122.png,18906,0.8902439024390244,13981,29.0,48.0,33.0,41.0,4925,1.0921052631578947,0.2604993123876018,0.4634146341463415,0.5684931506849316,28.0178514522438,0.2,2.158798930342464,0.2701961714380629,1.0040671092713902,0.1233377462822935,2.158798930342464,0.4207879946744358,0.6435011087932847,0.1506794359105627,2.0344439357957027,0.281610513807929,22,glaucoma
r1_Im125.png,19822,0.8947368421052632,14859,42.0,45.0,46.0,37.0,4963,0.8539325842696629,0.2503783674704873,0.52046783625731,0.4967320261437908,30.4138126514911,0.1990937644637253,1.9100889412489408,0.2693840914752824,1.9100889412489408,0.3691271972809991,1.6756732655251303,0.2182649799195726,1.8195063158884195,0.2846176171961728,1.7894652726688385,0.179576163594939,17,normal
r1_Im127.png,16723,0.9084967320261438,14282,24.0,32.0,56.0,61.0,2441,0.9821428571428572,0.1459666327811995,0.3660130718954248,0.39568345323741,22.84731931759173,0.1656995575192858,2.231839495645583,0.2546449013427393,1.8195063158884195,0.2718528901479201,1.8052120025187075,0.2128017864790403,2.1411796084448382,0.3237204471059653,2.231839495645583,0.2081797953586288,5,normal
r1_Im129.png,15976,0.7425149700598802,14332,31.0,68.0,46.0,54.0,1644,1.0,0.1029043565348022,0.2754491017964072,0.3709677419354839,30.59411708155671,0.2573752867245815,2.158798930342464,0.2964560918803376,1.9100889412489408,0.294813364690018,1.012197011451334,0.1885521561829002,2.158798930342464,0.3246482508976556,1.9693187724613168,0.3275874360610151,18,normal
r1_Im131.png,19338,1.0258064516129033,13956,30.0,38.0,41.0,36.0,5382,1.0731707317073171,0.2783121315544524,0.5290322580645161,0.5534591194968553,29.017236257093817,0.1896186913248594,2.231839495645583,0.3260965650814779,1.8195063158884195,0.3283681588262597,1.8195063158884195,0.3268901407349561,2.231839495645583,0.353360796486916,2.194819379771653,0.3035216683881682,18,normal
r1_Im132.png,15692,0.782608695652174,14795,55.0,64.0,35.0,61.0,897,1.125,0.0571628855467754,0.1987577639751552,0.2857142857142857,34.36568055487916,0.2828570832249381,2.2175547530581867,0.297210351964711,2.121182274471688,0.2655387376188525,1.6657480331376529,0.3448467932553074,2.2175547530581867,0.2337002879901917,2.1995926132103296,0.3343801228202451,16,normal
r1_Im133.png,14838,1.0984848484848484,13653,59.0,48.0,47.0,45.0,1185,1.0,0.0798625151637687,0.2954545454545454,0.2689655172413793,42.05948168962618,0.3230950581755946,1.9100889412489408,0.2529721719320488,1.691419995374999,0.2104068296760224,1.9100889412489408,0.3068633560564275,1.3521273809209546,0.1579981611504765,1.691419995374999,0.3085681613696767,11,normal
r1_Im135.png,16820,0.8709677419354839,10849,30.0,25.0,29.0,32.0,5971,0.77,0.3549940546967895,0.6451612903225806,0.5703703703703704,18.35755975068582,0.1235954130155712,2.158798930342464,0.345252394104951,1.6657480331376529,0.3228664094064067,1.7706249718678868,0.2864218389924362,2.158798930342464,0.4051128271133754,1.5707963267948966,0.3492692359940543,22,glaucoma
r1_Im137.png,20565,0.9176470588235294,15462,54.0,43.0,24.0,42.0,5103,0.975609756097561,0.2481400437636761,0.4823529411764706,0.5128205128205128,21.840329667841555,0.1459757247558755,2.214297435588181,0.2763752671285344,1.833791058475816,0.2044929371161014,1.8157749899217608,0.3163472449678691,2.158798930342464,0.1667324479108805,2.214297435588181,0.3683339857283185,28,normal
r1_Im138.png,17615,0.9801324503311258,13304,33.0,39.0,38.0,38.0,4311,1.0273972602739727,0.2447346011921657,0.4834437086092715,0.5067567567567568,31.304951684997057,0.2167172276322579,1.779261545174884,0.3072742493722402,1.6845883339386043,0.3069502367046837,1.5707963267948966,0.2935760503408551,1.6756732655251303,0.3771445870612068,1.779261545174884,0.2253799799509975,17,normal
r1_Im143.png,16501,0.8734177215189873,13101,36.0,43.0,41.0,43.0,3400,0.9014084507042254,0.2060481182958608,0.4493670886075949,0.463768115942029,33.83784863137726,0.2568416265574648,1.7894652726688385,0.2721253241216437,1.695151321341658,0.2959930640466174,1.629552149510619,0.2443383327065425,1.7894652726688385,0.3297392549229882,0.9827937232473288,0.1880128628374431,17,normal
r1_Im144.png,15910,0.9251700680272108,10497,32.0,12.0,30.0,42.0,5413,0.7894736842105263,0.3402262727844123,0.6462585034013606,0.5514705882352942,11.04536101718726,0.0765196087805761,2.2242226679756585,0.277728024366114,2.0741957111915506,0.2844283723732319,1.892546881191539,0.2729583344389734,2.2242226679756585,0.2588537293672896,2.0344439357957027,0.2868746996551193,4,glaucoma
r1_Im145.png,22367,0.8611111111111112,13000,30.0,27.0,25.0,22.0,9367,0.7692307692307693,0.4187866052666875,0.7222222222222222,0.6451612903225806,21.0,0.1199295315089954,2.174545660192333,0.2853796971537991,1.7273982037769118,0.1933300824123176,2.0344439357957027,0.3451281033852,2.158798930342464,0.1993269843177596,2.174545660192333,0.3166919578261009,31,normal
r1_Im146.png,22474,0.8722222222222222,11775,23.0,24.0,31.0,26.0,10699,0.7744360902255639,0.4760612263059535,0.7388888888888889,0.6560509554140127,19.6468827043885,0.1118305630945946,2.094715674480096,0.2710135055640174,1.5707963267948966,0.3171124547512695,1.5707963267948966,0.2074767138137742,2.094715674480096,0.3333333046787183,1.9100889412489408,0.1709015913687314,12,normal
r1_Im149.png,19462,0.8647058823529412,12803,38.0,36.0,21.0,33.0,6659,0.8877551020408163,0.3421539410132566,0.5764705882352941,0.5918367346938775,19.849433241279208,0.1331846821274674,1.9693187724613168,0.3082811786970637,1.9693187724613168,0.3178476519066391,1.6556981202446184,0.3528703781856231,1.446441332248135,0.2122088066942337,1.691419995374999,0.3260310705836464,17,normal
r1_Im150.png,20342,0.912280701754386,13308,23.0,45.0,32.0,31.0,7034,1.053191489361702,0.345787041588831,0.5497076023391813,0.6346153846153846,22.09072203437452,0.1452676932518125,2.1112158270654806,0.337893726995299,2.1112158270654806,0.4170258763683586,1.2860658882721845,0.1875839137579947,1.750649826587375,0.3119659551216678,1.446441332248135,0.3410295658906791,25,normal
r1_Im151.png,15423,0.9183673469387756,15199,60.0,69.0,57.0,62.0,224,1.0588235294117647,0.014523763210789,0.1156462585034013,0.1333333333333333,56.51548460377917,0.4355470734517383,2.08994244104142,0.2971451525566461,1.9295669970654687,0.378724251076556,2.08994244104142,0.2337485387240935,1.8157749899217608,0.3356102685316121,1.691419995374999,0.2211354731930806,13,normal
r1_Im152.png,19697,0.968944099378882,15077,32.0,31.0,54.0,43.0,4620,0.813953488372093,0.2345534853023303,0.5341614906832298,0.4487179487179487,29.5296461204668,0.1875247829463048,2.231839495645583,0.2767179553852457,2.231839495645583,0.2744155472349348,1.8195063158884195,0.2515378044038941,2.231839495645583,0.3424187206499409,1.8052120025187075,0.2327937845700226,14,normal
r1_Im153.png,19266,1.0657894736842106,14863,47.0,35.0,32.0,49.0,4403,1.2205882352941178,0.228537319630437,0.4473684210526316,0.5123456790123457,28.231188426986208,0.1791526806656566,2.0344439357957027,0.2993560569990447,0.540419500270584,0.1537979956213403,1.892546881191539,0.2999969089501715,1.892546881191539,0.2514274691615845,2.0344439357957027,0.3767723036666604,30,normal
r1_Im155.png,16832,0.896774193548387,13824,27.0,46.0,43.0,53.0,3008,1.25,0.1787072243346007,0.3612903225806451,0.5035971223021583,26.30589287593181,0.1939454266144151,1.8555267653176089,0.2866868397767414,1.6845883339386043,0.2659973782344129,1.2120256565243244,0.2141894239443077,1.8555267653176089,0.3687257780662172,1.5810000542888507,0.2966238561624296,32,normal
r1_Im156.png,20638,0.8947368421052632,18081,67.0,54.0,28.0,55.0,2557,1.0,0.1238976645023742,0.3333333333333333,0.3725490196078431,28.0,0.1854142005991433,2.0344439357957027,0.3021791352374102,0.7636624565556556,0.1926171219799866,1.7706249718678868,0.2759717984671614,1.97568811307998,0.2898995623377444,2.0344439357957027,0.3819264160422225,45,normal
